"U:0","U:1","U:2","p","total(p)","Points:0","Points:1","Points:2"
0.91326,0.017339,-1.29e-23,2.5621,3.5752,0.6,-0.064,0
0.91073,0.017479,-4.0576e-24,2.5582,3.5678,0.6,-0.0636,0
0.90816,0.017618,4.7248e-24,2.5543,3.5603,0.6,-0.0632,0
0.90549,0.017755,1.3387e-23,2.5505,3.5528,0.6,-0.0628,0
0.90282,0.017892,2.205e-23,2.5466,3.5453,0.6,-0.0624,0
0.90016,0.018029,3.0712e-23,2.5427,3.5378,0.6,-0.062,0
0.89749,0.018166,3.9375e-23,2.5389,3.5303,0.6,-0.0616,0
0.89483,0.018303,4.8037e-23,2.535,3.5228,0.6,-0.0612,0
0.89216,0.018439,5.67e-23,2.5312,3.5153,0.6,-0.0608,0
0.88949,0.018576,6.5362e-23,2.5273,3.5078,0.6,-0.0604,0
0.88683,0.018713,7.4025e-23,2.5234,3.5003,0.6,-0.06,0
0.88412,0.018842,7.3914e-23,2.5196,3.4928,0.6,-0.0596,0
0.88141,0.01897,7.3803e-23,2.5157,3.4854,0.6,-0.0592,0
0.87871,0.019099,7.3693e-23,2.5119,3.4779,0.6,-0.0588,0
0.876,0.019228,7.3582e-23,2.508,3.4704,0.6,-0.0584,0
0.87329,0.019356,7.3471e-23,2.5042,3.463,0.6,-0.058,0
0.87059,0.019485,7.336e-23,2.5003,3.4555,0.6,-0.0576,0
0.86788,0.019614,7.325e-23,2.4965,3.448,0.6,-0.0572,0
0.86518,0.019742,7.3139e-23,2.4926,3.4406,0.6,-0.0568,0
0.86251,0.019862,6.7253e-23,2.4888,3.4332,0.6,-0.0564,0
0.85985,0.019978,5.8481e-23,2.4849,3.4259,0.6,-0.056,0
0.8572,0.020093,4.9709e-23,2.4811,3.4185,0.6,-0.0556,0
0.85454,0.020208,4.0937e-23,2.4772,3.4112,0.6,-0.0552,0
0.85189,0.020324,3.2165e-23,2.4734,3.4039,0.6,-0.0548,0
0.84924,0.020439,2.3393e-23,2.4695,3.3965,0.6,-0.0544,0
0.84658,0.020555,1.4621e-23,2.4657,3.3892,0.6,-0.054,0
0.84393,0.02067,5.8488e-24,2.4618,3.3819,0.6,-0.0536,0
0.84132,0.02078,-2.8557e-24,2.458,3.3746,0.6,-0.0532,0
0.8388,0.020877,-1.1425e-23,2.4541,3.3675,0.6,-0.0528,0
0.83627,0.020975,-1.9994e-23,2.4503,3.3603,0.6,-0.0524,0
0.83375,0.021072,-2.8563e-23,2.4464,3.3532,0.6,-0.052,0
0.83123,0.02117,-3.7133e-23,2.4426,3.3461,0.6,-0.0516,0
0.8287,0.021268,-4.5702e-23,2.4388,3.339,0.6,-0.0512,0
0.82618,0.021365,-5.4271e-23,2.4349,3.3318,0.6,-0.0508,0
0.82366,0.021463,-6.2841e-23,2.4311,3.3247,0.6,-0.0504,0
0.82114,0.02156,-7.141e-23,2.4272,3.3176,0.6,-0.05,0
0.8188,0.021637,-7.1294e-23,2.4234,3.3107,0.6,-0.0496,0
0.81646,0.021713,-7.1179e-23,2.4196,3.3038,0.6,-0.0492,0
0.81413,0.021789,-7.1064e-23,2.4157,3.2969,0.6,-0.0488,0
0.81179,0.021865,-7.0948e-23,2.4119,3.2901,0.6,-0.0484,0
0.80946,0.021941,-7.0833e-23,2.408,3.2832,0.6,-0.048,0
0.80712,0.022018,-7.0718e-23,2.4042,3.2763,0.6,-0.0476,0
0.80479,0.022094,-7.0602e-23,2.4004,3.2694,0.6,-0.0472,0
0.80245,0.02217,-7.0487e-23,2.3965,3.2625,0.6,-0.0468,0
0.80026,0.02223,-4.7712e-23,2.3927,3.2558,0.6,-0.0464,0
0.79815,0.022283,-1.3612e-23,2.3888,3.2492,0.6,-0.046,0
0.79604,0.022336,2.0488e-23,2.385,3.2426,0.6,-0.0456,0
0.79392,0.022388,5.4589e-23,2.3812,3.236,0.6,-0.0452,0
0.79181,0.022441,8.8689e-23,2.3773,3.2294,0.6,-0.0448,0
0.7897,0.022494,1.2279e-22,2.3735,3.2228,0.6,-0.0444,0
0.78758,0.022546,1.5689e-22,2.3697,3.2161,0.6,-0.044,0
0.78547,0.022599,1.9099e-22,2.3658,3.2095,0.6,-0.0436,0
0.78343,0.022644,2.1361e-22,2.362,3.203,0.6,-0.0432,0
0.78155,0.022673,2.1326e-22,2.3581,3.1966,0.6,-0.0428,0
0.77967,0.022701,2.1291e-22,2.3543,3.1903,0.6,-0.0424,0
0.77779,0.02273,2.1256e-22,2.3505,3.1839,0.6,-0.042,0
0.77591,0.022759,2.1221e-22,2.3466,3.1776,0.6,-0.0416,0
0.77403,0.022788,2.1186e-22,2.3428,3.1712,0.6,-0.0412,0
0.77215,0.022816,2.1151e-22,2.339,3.1649,0.6,-0.0408,0
0.77028,0.022845,2.1117e-22,2.3351,3.1585,0.6,-0.0404,0
0.7684,0.022874,2.1082e-22,2.3313,3.1522,0.6,-0.04,0
0.76674,0.02288,1.5169e-22,2.3275,3.146,0.6,-0.0396,0
0.76509,0.022886,9.2574e-23,2.3236,3.1399,0.6,-0.0392,0
0.76344,0.022892,3.3453e-23,2.3198,3.1338,0.6,-0.0388,0
0.76178,0.022898,-2.5668e-23,2.3159,3.1277,0.6,-0.0384,0
0.76013,0.022904,-8.479e-23,2.3121,3.1216,0.6,-0.038,0
0.75848,0.02291,-1.4391e-22,2.3083,3.1155,0.6,-0.0376,0
0.75682,0.022916,-2.0303e-22,2.3044,3.1093,0.6,-0.0372,0
0.75517,0.022923,-2.6215e-22,2.3006,3.1032,0.6,-0.0368,0
0.75365,0.022915,-2.5951e-22,2.2967,3.0972,0.6,-0.0364,0
0.7522,0.022901,-2.2601e-22,2.2929,3.0913,0.6,-0.036,0
0.75076,0.022887,-1.925e-22,2.2891,3.0854,0.6,-0.0356,0
0.74931,0.022873,-1.5899e-22,2.2852,3.0795,0.6,-0.0352,0
0.74786,0.022859,-1.2548e-22,2.2814,3.0736,0.6,-0.0348,0
0.74641,0.022845,-9.1976e-23,2.2775,3.0677,0.6,-0.0344,0
0.74496,0.022831,-5.8469e-23,2.2737,3.0618,0.6,-0.034,0
0.74351,0.022817,-2.4961e-23,2.2699,3.0559,0.6,-0.0336,0
0.74212,0.022798,3.2283e-25,2.266,3.05,0.6,-0.0332,0
0.74085,0.022767,9.1534e-24,2.2622,3.0443,0.6,-0.0328,0
0.73957,0.022737,1.7984e-23,2.2583,3.0385,0.6,-0.0324,0
0.7383,0.022706,2.6815e-23,2.2545,3.0328,0.6,-0.032,0
0.73703,0.022676,3.5645e-23,2.2507,3.0271,0.6,-0.0316,0
0.73575,0.022645,4.4476e-23,2.2468,3.0213,0.6,-0.0312,0
0.73448,0.022615,5.3306e-23,2.243,3.0156,0.6,-0.0308,0
0.73321,0.022584,6.2137e-23,2.2391,3.0098,0.6,-0.0304,0
0.73193,0.022554,7.0967e-23,2.2353,3.0041,0.6,-0.03,0
0.7308,0.022511,3.7812e-23,2.2314,2.9985,0.6,-0.0296,0
0.72966,0.022468,4.6571e-24,2.2276,2.9929,0.6,-0.0292,0
0.72853,0.022425,-2.8498e-23,2.2237,2.9873,0.6,-0.0288,0
0.72739,0.022382,-6.1653e-23,2.2199,2.9817,0.6,-0.0284,0
0.72626,0.022339,-9.4809e-23,2.2161,2.9761,0.6,-0.028,0
0.72512,0.022296,-1.2796e-22,2.2122,2.9704,0.6,-0.0276,0
0.72399,0.022253,-1.6112e-22,2.2084,2.9648,0.6,-0.0272,0
0.72285,0.02221,-1.9427e-22,2.2045,2.9592,0.6,-0.0268,0
0.72179,0.022162,-1.8341e-22,2.2007,2.9537,0.6,-0.0264,0
0.72075,0.02211,-1.5055e-22,2.1968,2.9482,0.6,-0.026,0
0.71972,0.022059,-1.1768e-22,2.193,2.9427,0.6,-0.0256,0
0.71869,0.022007,-8.4819e-23,2.1891,2.9372,0.6,-0.0252,0
0.71766,0.021956,-5.1956e-23,2.1853,2.9316,0.6,-0.0248,0
0.71662,0.021905,-1.9092e-23,2.1814,2.9261,0.6,-0.0244,0
0.71559,0.021853,1.3772e-23,2.1776,2.9206,0.6,-0.024,0
0.71456,0.021802,4.6636e-23,2.1737,2.9151,0.6,-0.0236,0
0.71355,0.021749,7.1137e-23,2.1699,2.9096,0.6,-0.0232,0
0.71259,0.021693,7.8905e-23,2.166,2.9042,0.6,-0.0228,0
0.71163,0.021637,8.6672e-23,2.1621,2.8987,0.6,-0.0224,0
0.71067,0.021581,9.444e-23,2.1583,2.8933,0.6,-0.022,0
0.7097,0.021525,1.0221e-22,2.1544,2.8878,0.6,-0.0216,0
0.70874,0.021469,1.0998e-22,2.1506,2.8824,0.6,-0.0212,0
0.70778,0.021413,1.1774e-22,2.1467,2.8769,0.6,-0.0208,0
0.70682,0.021357,1.2551e-22,2.1429,2.8715,0.6,-0.0204,0
0.70585,0.021302,1.3328e-22,2.139,2.866,0.6,-0.02,0
0.70493,0.021244,1.2505e-22,2.1352,2.8606,0.6,-0.0196,0
0.70401,0.021187,1.1682e-22,2.1313,2.8552,0.6,-0.0192,0
0.70309,0.02113,1.086e-22,2.1274,2.8498,0.6,-0.0188,0
0.70217,0.021073,1.0037e-22,2.1236,2.8444,0.6,-0.0184,0
0.70125,0.021016,9.2143e-23,2.1197,2.839,0.6,-0.018,0
0.70033,0.020959,8.3916e-23,2.1159,2.8336,0.6,-0.0176,0
0.69941,0.020902,7.5689e-23,2.112,2.8282,0.6,-0.0172,0
0.69849,0.020844,6.7461e-23,2.1082,2.8228,0.6,-0.0168,0
0.69758,0.020788,5.4259e-23,2.1043,2.8174,0.6,-0.0164,0
0.69668,0.020733,3.8569e-23,2.1004,2.812,0.6,-0.016,0
0.69578,0.020678,2.2879e-23,2.0966,2.8066,0.6,-0.0156,0
0.69488,0.020622,7.1891e-24,2.0927,2.8012,0.6,-0.0152,0
0.69398,0.020567,-8.5007e-24,2.0888,2.7959,0.6,-0.0148,0
0.69308,0.020511,-2.4191e-23,2.085,2.7905,0.6,-0.0144,0
0.69218,0.020456,-3.988e-23,2.0811,2.7851,0.6,-0.014,0
0.69128,0.0204,-5.557e-23,2.0773,2.7797,0.6,-0.0136,0
0.69038,0.020346,-6.5991e-23,2.0734,2.7743,0.6,-0.0132,0
0.68949,0.020295,-6.587e-23,2.0695,2.7689,0.6,-0.0128,0
0.68859,0.020243,-6.575e-23,2.0657,2.7636,0.6,-0.0124,0
0.68769,0.020191,-6.5629e-23,2.0618,2.7582,0.6,-0.012,0
0.6868,0.02014,-6.5508e-23,2.0579,2.7528,0.6,-0.0116,0
0.6859,0.020088,-6.5387e-23,2.0541,2.7474,0.6,-0.0112,0
0.68501,0.020037,-6.5266e-23,2.0502,2.7421,0.6,-0.0108,0
0.68411,0.019985,-6.5146e-23,2.0463,2.7367,0.6,-0.0104,0
0.68321,0.019934,-6.5025e-23,2.0425,2.7313,0.6,-0.01,0
0.68231,0.019888,-5.7222e-23,2.0386,2.7259,0.6,-0.0096,0
0.68141,0.019842,-4.9419e-23,2.0348,2.7205,0.6,-0.0092,0
0.68051,0.019796,-4.1616e-23,2.0309,2.7152,0.6,-0.0088,0
0.67961,0.019751,-3.3813e-23,2.027,2.7098,0.6,-0.0084,0
0.6787,0.019705,-2.601e-23,2.0232,2.7044,0.6,-0.008,0
0.6778,0.019659,-1.8207e-23,2.0193,2.699,0.6,-0.0076,0
0.6769,0.019613,-1.0404e-23,2.0154,2.6937,0.6,-0.0072,0
0.676,0.019567,-2.6009e-24,2.0116,2.6883,0.6,-0.0068,0
0.67509,0.019526,-4.6821e-30,2.0077,2.6829,0.6,-0.0064,0
0.67418,0.019487,-1.1705e-29,2.0038,2.6775,0.6,-0.006,0
0.67327,0.019448,-1.8728e-29,1.9999,2.6722,0.6,-0.0056,0
0.67235,0.01941,-2.5751e-29,1.9961,2.6668,0.6,-0.0052,0
0.67144,0.019371,-3.2774e-29,1.9922,2.6614,0.6,-0.0048,0
0.67053,0.019332,-3.9798e-29,1.9883,2.656,0.6,-0.0044,0
0.66962,0.019293,-4.6821e-29,1.9845,2.6506,0.6,-0.004,0
0.66871,0.019254,-5.3844e-29,1.9806,2.6453,0.6,-0.0036,0
0.66779,0.019218,-5.618e-29,1.9767,2.6399,0.6,-0.0032,0
0.66687,0.019186,-4.9143e-29,1.9729,2.6345,0.6,-0.0028,0
0.66595,0.019155,-4.2106e-29,1.969,2.6291,0.6,-0.0024,0
0.66503,0.019124,-3.5069e-29,1.9651,2.6238,0.6,-0.002,0
0.66411,0.019093,-2.8031e-29,1.9613,2.6184,0.6,-0.0016,0
0.66318,0.019062,-2.0994e-29,1.9574,2.613,0.6,-0.0012,0
0.66226,0.01903,-1.3957e-29,1.9535,2.6076,0.6,-0.0008,0
0.66134,0.018999,-6.9197e-30,1.9497,2.6022,0.6,-0.0004,0
0.66042,0.018968,1.175e-31,1.9458,2.5969,0.6,0,0
0.65949,0.018945,7.1406e-30,1.9419,2.5915,0.6,0.0004,0
0.65857,0.018921,1.4164e-29,1.938,2.5861,0.6,0.0008,0
0.65764,0.018898,2.1187e-29,1.9342,2.5807,0.6,0.0012,0
0.65671,0.018875,2.821e-29,1.9303,2.5754,0.6,0.0016,0
0.65579,0.018851,3.5233e-29,1.9264,2.57,0.6,0.002,0
0.65486,0.018828,4.2256e-29,1.9226,2.5646,0.6,0.0024,0
0.65393,0.018805,4.9279e-29,1.9187,2.5592,0.6,0.0028,0
0.653,0.018781,5.6302e-29,1.9148,2.5539,0.6,0.0032,0
0.65208,0.018763,5.3952e-29,1.911,2.5485,0.6,0.0036,0
0.65116,0.018748,4.6915e-29,1.9071,2.5431,0.6,0.004,0
0.65023,0.018732,3.9877e-29,1.9032,2.5378,0.6,0.0044,0
0.64931,0.018717,3.284e-29,1.8994,2.5324,0.6,0.0048,0
0.64838,0.018701,2.5803e-29,1.8955,2.5271,0.6,0.0052,0
0.64746,0.018686,1.8766e-29,1.8916,2.5217,0.6,0.0056,0
0.64654,0.01867,1.1729e-29,1.8878,2.5163,0.6,0.006,0
0.64561,0.018654,4.6915e-30,1.8839,2.511,0.6,0.0064,0
0.64469,0.018641,-2.3094e-24,1.88,2.5056,0.6,0.0068,0
0.64378,0.018633,-9.2377e-24,1.8761,2.5003,0.6,0.0072,0
0.64287,0.018625,-1.6166e-23,1.8723,2.4949,0.6,0.0076,0
0.64196,0.018616,-2.3094e-23,1.8684,2.4896,0.6,0.008,0
0.64105,0.018608,-3.0023e-23,1.8645,2.4842,0.6,0.0084,0
0.64014,0.0186,-3.6951e-23,1.8607,2.4789,0.6,0.0088,0
0.63923,0.018591,-4.3879e-23,1.8568,2.4736,0.6,0.0092,0
0.63832,0.018583,-5.0808e-23,1.8529,2.4682,0.6,0.0096,0
0.63741,0.018575,-5.7736e-23,1.8491,2.4629,0.6,0.01,0
0.63653,0.018573,-5.7613e-23,1.8452,2.4576,0.6,0.0104,0
0.63565,0.018571,-5.749e-23,1.8413,2.4523,0.6,0.0108,0
0.63476,0.018569,-5.7367e-23,1.8375,2.4469,0.6,0.0112,0
0.63388,0.018567,-5.7244e-23,1.8336,2.4416,0.6,0.0116,0
0.633,0.018565,-5.7121e-23,1.8297,2.4363,0.6,0.012,0
0.63211,0.018563,-5.6998e-23,1.8259,2.431,0.6,0.0124,0
0.63123,0.018561,-5.6875e-23,1.822,2.4257,0.6,0.0128,0
0.63035,0.018559,-5.6752e-23,1.8181,2.4204,0.6,0.0132,0
0.6295,0.01856,-4.7542e-23,1.8143,2.4151,0.6,0.0136,0
0.62866,0.018563,-3.379e-23,1.8104,2.4098,0.6,0.014,0
0.62782,0.018566,-2.0038e-23,1.8066,2.4046,0.6,0.0144,0
0.62698,0.018569,-6.2864e-24,1.8027,2.3993,0.6,0.0148,0
0.62614,0.018572,7.4655e-24,1.7988,2.394,0.6,0.0152,0
0.6253,0.018575,2.1217e-23,1.795,2.3888,0.6,0.0156,0
0.62446,0.018578,3.4969e-23,1.7911,2.3835,0.6,0.016,0
0.62362,0.018581,4.8721e-23,1.7872,2.3782,0.6,0.0164,0
0.6228,0.018586,6.0043e-23,1.7834,2.373,0.6,0.0168,0
0.62202,0.018592,6.6504e-23,1.7795,2.3678,0.6,0.0172,0
0.62124,0.018599,7.2964e-23,1.7757,2.3626,0.6,0.0176,0
0.62046,0.018605,7.9424e-23,1.7718,2.3574,0.6,0.018,0
0.61968,0.018612,8.5885e-23,1.7679,2.3521,0.6,0.0184,0
0.6189,0.018618,9.2345e-23,1.7641,2.3469,0.6,0.0188,0
0.61812,0.018625,9.8805e-23,1.7602,2.3417,0.6,0.0192,0
0.61734,0.018632,1.0527e-22,1.7564,2.3365,0.6,0.0196,0
0.61656,0.018638,1.1173e-22,1.7525,2.3313,0.6,0.02,0
0.61585,0.018647,1.0478e-22,1.7486,2.3261,0.6,0.0204,0
0.61515,0.018655,9.7832e-23,1.7448,2.321,0.6,0.0208,0
0.61445,0.018664,9.0885e-23,1.7409,2.3159,0.6,0.0212,0
0.61374,0.018673,8.3938e-23,1.7371,2.3107,0.6,0.0216,0
0.61304,0.018681,7.6991e-23,1.7332,2.3056,0.6,0.022,0
0.61233,0.01869,7.0045e-23,1.7293,2.3004,0.6,0.0224,0
0.61163,0.018698,6.3098e-23,1.7255,2.2953,0.6,0.0228,0
0.61093,0.018707,5.6151e-23,1.7216,2.2901,0.6,0.0232,0
0.61028,0.018716,3.6689e-23,1.7178,2.285,0.6,0.0236,0
0.60967,0.018724,1.0971e-23,1.7139,2.2799,0.6,0.024,0
0.60906,0.018733,-1.4746e-23,1.7101,2.2749,0.6,0.0244,0
0.60845,0.018742,-4.0464e-23,1.7062,2.2698,0.6,0.0248,0
0.60784,0.018751,-6.6181e-23,1.7024,2.2647,0.6,0.0252,0
0.60723,0.01876,-9.1899e-23,1.6985,2.2597,0.6,0.0256,0
0.60662,0.018769,-1.1762e-22,1.6947,2.2546,0.6,0.026,0
0.60601,0.018778,-1.4333e-22,1.6908,2.2495,0.6,0.0264,0
0.60543,0.018787,-1.5208e-22,1.6869,2.2445,0.6,0.0268,0
0.60493,0.018795,-1.2688e-22,1.6831,2.2395,0.6,0.0272,0
0.60442,0.018802,-1.0167e-22,1.6792,2.2345,0.6,0.0276,0
0.60392,0.01881,-7.647e-23,1.6754,2.2295,0.6,0.028,0
0.60342,0.018818,-5.1267e-23,1.6715,2.2245,0.6,0.0284,0
0.60291,0.018826,-2.6063e-23,1.6677,2.2196,0.6,0.0288,0
0.60241,0.018834,-8.5963e-25,1.6638,2.2146,0.6,0.0292,0
0.6019,0.018842,2.4344e-23,1.66,2.2096,0.6,0.0296,0
0.6014,0.01885,4.9548e-23,1.6561,2.2046,0.6,0.03,0
0.60102,0.018855,4.4132e-23,1.6523,2.1997,0.6,0.0304,0
0.60064,0.018861,3.8716e-23,1.6485,2.1948,0.6,0.0308,0
0.60025,0.018867,3.33e-23,1.6446,2.1899,0.6,0.0312,0
0.59987,0.018872,2.7884e-23,1.6408,2.185,0.6,0.0316,0
0.59949,0.018878,2.2469e-23,1.6369,2.1801,0.6,0.032,0
0.5991,0.018883,1.7053e-23,1.6331,2.1752,0.6,0.0324,0
0.59872,0.018889,1.1637e-23,1.6292,2.1704,0.6,0.0328,0
0.59834,0.018895,6.2214e-24,1.6254,2.1655,0.6,0.0332,0
0.59804,0.018898,-1.2143e-23,1.6215,2.1606,0.6,0.0336,0
0.59779,0.0189,-3.6979e-23,1.6177,2.1558,0.6,0.034,0
0.59754,0.018903,-6.1816e-23,1.6138,2.1511,0.6,0.0344,0
0.59729,0.018905,-8.6652e-23,1.61,2.1463,0.6,0.0348,0
0.59704,0.018907,-1.1149e-22,1.6062,2.1415,0.6,0.0352,0
0.59679,0.01891,-1.3632e-22,1.6023,2.1367,0.6,0.0356,0
0.59654,0.018912,-1.6116e-22,1.5985,2.1319,0.6,0.036,0
0.59629,0.018914,-1.86e-22,1.5946,2.1271,0.6,0.0364,0
0.59609,0.018915,-1.8849e-22,1.5908,2.1223,0.6,0.0368,0
0.59598,0.018913,-1.463e-22,1.5869,2.1177,0.6,0.0372,0
0.59588,0.018912,-1.041e-22,1.5831,2.113,0.6,0.0376,0
0.59577,0.01891,-6.1903e-23,1.5793,2.1083,0.6,0.038,0
0.59566,0.018908,-1.9706e-23,1.5754,2.1036,0.6,0.0384,0
0.59556,0.018906,2.2492e-23,1.5716,2.0989,0.6,0.0388,0
0.59545,0.018905,6.4689e-23,1.5677,2.0942,0.6,0.0392,0
0.59534,0.018903,1.0689e-22,1.5639,2.0896,0.6,0.0396,0
0.59524,0.018901,1.4908e-22,1.5601,2.0849,0.6,0.04,0
0.59528,0.018895,1.4872e-22,1.5562,2.0803,0.6,0.0404,0
0.59533,0.018888,1.4835e-22,1.5524,2.0757,0.6,0.0408,0
0.59538,0.018882,1.4799e-22,1.5486,2.0712,0.6,0.0412,0
0.59542,0.018875,1.4762e-22,1.5447,2.0666,0.6,0.0416,0
0.59547,0.018869,1.4726e-22,1.5409,2.062,0.6,0.042,0
0.59552,0.018863,1.469e-22,1.537,2.0575,0.6,0.0424,0
0.59556,0.018856,1.4653e-22,1.5332,2.0529,0.6,0.0428,0
0.59561,0.01885,1.4617e-22,1.5294,2.0483,0.6,0.0432,0
0.59577,0.01884,1.3052e-22,1.5255,2.0438,0.6,0.0436,0
0.59598,0.018828,1.0725e-22,1.5217,2.0394,0.6,0.044,0
0.59619,0.018816,8.3966e-23,1.5179,2.0349,0.6,0.0444,0
0.5964,0.018805,6.0687e-23,1.514,2.0305,0.6,0.0448,0
0.59661,0.018793,3.7409e-23,1.5102,2.026,0.6,0.0452,0
0.59682,0.018781,1.413e-23,1.5064,2.0216,0.6,0.0456,0
0.59703,0.01877,-9.1489e-24,1.5025,2.0171,0.6,0.046,0
0.59724,0.018758,-3.2428e-23,1.4987,2.0127,0.6,0.0464,0
0.59751,0.018744,-4.7909e-23,1.4949,2.0083,0.6,0.0468,0
0.5979,0.018727,-4.7788e-23,1.491,2.004,0.6,0.0472,0
0.59828,0.01871,-4.7667e-23,1.4872,1.9996,0.6,0.0476,0
0.59867,0.018692,-4.7546e-23,1.4834,1.9953,0.6,0.048,0
0.59905,0.018675,-4.7425e-23,1.4796,1.991,0.6,0.0484,0
0.59944,0.018657,-4.7305e-23,1.4757,1.9867,0.6,0.0488,0
0.59982,0.01864,-4.7184e-23,1.4719,1.9824,0.6,0.0492,0
0.60021,0.018623,-4.7063e-23,1.4681,1.978,0.6,0.0496,0
0.60059,0.018605,-4.6942e-23,1.4642,1.9737,0.6,0.05,0
0.60116,0.018582,-4.1309e-23,1.4604,1.9695,0.6,0.0504,0
0.60173,0.018558,-3.5676e-23,1.4566,1.9653,0.6,0.0508,0
0.60231,0.018535,-3.0043e-23,1.4527,1.9612,0.6,0.0512,0
0.60288,0.018512,-2.441e-23,1.4489,1.957,0.6,0.0516,0
0.60345,0.018488,-1.8777e-23,1.4451,1.9528,0.6,0.052,0
0.60402,0.018465,-1.3143e-23,1.4413,1.9486,0.6,0.0524,0
0.60459,0.018441,-7.5104e-24,1.4374,1.9444,0.6,0.0528,0
0.60516,0.018418,-1.8773e-24,1.4336,1.9403,0.6,0.0532,0
0.60586,0.01839,3.3744e-24,1.4298,1.9362,0.6,0.0536,0
0.60663,0.018361,8.4352e-24,1.4259,1.9321,0.6,0.054,0
0.60739,0.018331,1.3496e-23,1.4221,1.9281,0.6,0.0544,0
0.60816,0.018301,1.8557e-23,1.4183,1.9241,0.6,0.0548,0
0.60893,0.018272,2.3618e-23,1.4145,1.92,0.6,0.0552,0
0.6097,0.018242,2.8679e-23,1.4106,1.916,0.6,0.0556,0
0.61046,0.018213,3.374e-23,1.4068,1.912,0.6,0.056,0
0.61123,0.018183,3.8801e-23,1.403,1.9079,0.6,0.0564,0
0.61207,0.018151,4.2136e-23,1.3992,1.904,0.6,0.0568,0
0.61304,0.018115,4.2019e-23,1.3953,1.9001,0.6,0.0572,0
0.61402,0.01808,4.1902e-23,1.3915,1.8962,0.6,0.0576,0
0.61499,0.018044,4.1785e-23,1.3877,1.8924,0.6,0.058,0
0.61597,0.018008,4.1668e-23,1.3839,1.8885,0.6,0.0584,0
0.61695,0.017972,4.1551e-23,1.38,1.8846,0.6,0.0588,0
0.61792,0.017936,4.1434e-23,1.3762,1.8807,0.6,0.0592,0
0.6189,0.0179,4.1317e-23,1.3724,1.8769,0.6,0.0596,0
0.61988,0.017865,4.12e-23,1.3685,1.873,0.6,0.06,0
0.62107,0.017823,3.6023e-23,1.3647,1.8693,0.6,0.0604,0
0.62227,0.017781,3.0845e-23,1.3609,1.8656,0.6,0.0608,0
0.62347,0.01774,2.5668e-23,1.3571,1.8619,0.6,0.0612,0
0.62466,0.017698,2.0491e-23,1.3532,1.8582,0.6,0.0616,0
0.62586,0.017656,1.5314e-23,1.3494,1.8545,0.6,0.062,0
0.62705,0.017615,1.0137e-23,1.3456,1.8508,0.6,0.0624,0
0.62825,0.017573,4.96e-24,1.3418,1.8471,0.6,0.0628,0
0.62945,0.017531,-2.1724e-25,1.3379,1.8435,0.6,0.0632,0
0.6308,0.017486,-5.0008e-24,1.3341,1.8399,0.6,0.0636,0
0.63222,0.017439,-9.5877e-24,1.3303,1.8364,0.6,0.064,0
0.63365,0.017392,-1.4175e-23,1.3265,1.8329,0.6,0.0644,0
0.63508,0.017345,-1.8761e-23,1.3226,1.8294,0.6,0.0648,0
0.6365,0.017298,-2.3348e-23,1.3188,1.8259,0.6,0.0652,0
0.63793,0.017251,-2.7935e-23,1.315,1.8224,0.6,0.0656,0
0.63935,0.017203,-3.2522e-23,1.3111,1.8189,0.6,0.066,0
0.64078,0.017156,-3.7109e-23,1.3073,1.8153,0.6,0.0664,0
0.64228,0.017108,-4.0129e-23,1.3035,1.8119,0.6,0.0668,0
0.64394,0.017056,-4.0013e-23,1.2997,1.8086,0.6,0.0672,0
0.6456,0.017004,-3.9896e-23,1.2958,1.8053,0.6,0.0676,0
0.64726,0.016952,-3.978e-23,1.292,1.802,0.6,0.068,0
0.64892,0.0169,-3.9664e-23,1.2882,1.7987,0.6,0.0684,0
0.65058,0.016848,-3.9548e-23,1.2843,1.7954,0.6,0.0688,0
0.65224,0.016796,-3.9432e-23,1.2805,1.7921,0.6,0.0692,0
0.6539,0.016744,-3.9316e-23,1.2767,1.7888,0.6,0.0696,0
0.65556,0.016692,-3.92e-23,1.2729,1.7855,0.6,0.07,0
0.65745,0.016635,-3.4496e-23,1.269,1.7824,0.6,0.0704,0
0.65935,0.016579,-2.9792e-23,1.2652,1.7793,0.6,0.0708,0
0.66124,0.016522,-2.5088e-23,1.2614,1.7762,0.6,0.0712,0
0.66313,0.016465,-2.0384e-23,1.2575,1.7731,0.6,0.0716,0
0.66502,0.016409,-1.568e-23,1.2537,1.77,0.6,0.072,0
0.66691,0.016352,-1.0976e-23,1.2499,1.7669,0.6,0.0724,0
0.6688,0.016295,-6.2717e-24,1.246,1.7638,0.6,0.0728,0
0.67069,0.016239,-1.5676e-24,1.2422,1.7607,0.6,0.0732,0
0.67272,0.016179,2.7374e-24,1.2384,1.7578,0.6,0.0736,0
0.67483,0.016118,6.843e-24,1.2345,1.7549,0.6,0.074,0
0.67694,0.016056,1.0949e-23,1.2307,1.752,0.6,0.0744,0
0.67905,0.015995,1.5054e-23,1.2268,1.7491,0.6,0.0748,0
0.68116,0.015933,1.916e-23,1.223,1.7462,0.6,0.0752,0
0.68326,0.015872,2.3265e-23,1.2192,1.7433,0.6,0.0756,0
0.68537,0.015811,2.7371e-23,1.2153,1.7405,0.6,0.076,0
0.68748,0.015749,3.1477e-23,1.2115,1.7376,0.6,0.0764,0
0.68965,0.015686,3.2862e-23,1.2077,1.7348,0.6,0.0768,0
0.69195,0.015619,2.8804e-23,1.2038,1.7321,0.6,0.0772,0
