"U:0","U:1","U:2","arc_length","p","total(p)","Points:0","Points:1","Points:2"
1.0239,0.0068559,2.1943e-27,0.0932,-0.026814,0.59692,0.6,-0.1068,0
1.0237,0.0069111,2.1361e-27,0.0936,-0.026819,0.59666,0.6,-0.1064,0
1.0235,0.0069676,2.0742e-27,0.094,-0.026823,0.59639,0.6,-0.106,0
1.0233,0.0070242,2.0123e-27,0.0944,-0.026828,0.59612,0.6,-0.1056,0
1.0231,0.0070807,1.9504e-27,0.0948,-0.026832,0.59585,0.6,-0.1052,0
1.0229,0.0071372,1.8885e-27,0.0952,-0.026837,0.59558,0.6,-0.1048,0
1.0226,0.0071938,1.8265e-27,0.0956,-0.026841,0.59531,0.6,-0.1044,0
1.0224,0.0072503,1.7646e-27,0.096,-0.026846,0.59503,0.6,-0.104,0
1.0222,0.0073068,1.7027e-27,0.0964,-0.02685,0.59476,0.6,-0.1036,0
1.022,0.0073648,-2.6289e-26,0.0968,-0.026855,0.59448,0.6,-0.1032,0
1.0217,0.0074258,-1.1036e-25,0.0972,-0.026858,0.59416,0.6,-0.1028,0
1.0215,0.0074868,-1.9442e-25,0.0976,-0.026861,0.59385,0.6,-0.1024,0
1.0212,0.0075477,-2.7849e-25,0.098,-0.026864,0.59353,0.6,-0.102,0
1.021,0.0076087,-3.6256e-25,0.0984,-0.026867,0.59321,0.6,-0.1016,0
1.0207,0.0076697,-4.4662e-25,0.0988,-0.026871,0.5929,0.6,-0.1012,0
1.0205,0.0077307,-5.3069e-25,0.0992,-0.026874,0.59258,0.6,-0.1008,0
1.0202,0.0077917,-6.1476e-25,0.0996,-0.026877,0.59226,0.6,-0.1004,0
1.0199,0.0078526,-6.9882e-25,0.1,-0.02688,0.59195,0.6,-0.1,0
1.0196,0.0079187,-6.1432e-25,0.1004,-0.026882,0.59157,0.6,-0.0996,0
1.0193,0.0079847,-5.2981e-25,0.1008,-0.026883,0.5912,0.6,-0.0992,0
1.019,0.0080508,-4.453e-25,0.1012,-0.026885,0.59082,0.6,-0.0988,0
1.0187,0.0081168,-3.6079e-25,0.1016,-0.026886,0.59044,0.6,-0.0984,0
1.0184,0.0081829,-2.7628e-25,0.102,-0.026888,0.59007,0.6,-0.098,0
1.0181,0.008249,-1.9177e-25,0.1024,-0.02689,0.58969,0.6,-0.0976,0
1.0178,0.008315,-1.0726e-25,0.1028,-0.026891,0.58931,0.6,-0.0972,0
1.0175,0.0083811,-2.2748e-26,0.1032,-0.026893,0.58894,0.6,-0.0968,0
1.0171,0.0084511,6.1333e-26,0.1036,-0.026893,0.58851,0.6,-0.0964,0
1.0168,0.008523,1.452e-25,0.104,-0.026893,0.58805,0.6,-0.096,0
1.0164,0.008595,2.2906e-25,0.1044,-0.026892,0.58759,0.6,-0.0956,0
1.016,0.008667,3.1293e-25,0.1048,-0.026892,0.58714,0.6,-0.0952,0
1.0156,0.008739,3.968e-25,0.1052,-0.026891,0.58668,0.6,-0.0948,0
1.0153,0.0088109,4.8066e-25,0.1056,-0.026891,0.58622,0.6,-0.0944,0
1.0149,0.0088829,5.6453e-25,0.106,-0.026891,0.58576,0.6,-0.094,0
1.0145,0.0089549,6.4839e-25,0.1064,-0.02689,0.58531,0.6,-0.0936,0
1.0141,0.0090292,6.7607e-25,0.1068,-0.026889,0.58481,0.6,-0.0932,0
1.0136,0.0091081,5.9132e-25,0.1072,-0.026886,0.58424,0.6,-0.0928,0
1.0131,0.009187,5.0658e-25,0.1076,-0.026884,0.58368,0.6,-0.0924,0
1.0127,0.0092659,4.2183e-25,0.108,-0.026881,0.58311,0.6,-0.092,0
1.0122,0.0093447,3.3708e-25,0.1084,-0.026878,0.58254,0.6,-0.0916,0
1.0117,0.0094236,2.5233e-25,0.1088,-0.026875,0.58197,0.6,-0.0912,0
1.0113,0.0095025,1.6759e-25,0.1092,-0.026872,0.58141,0.6,-0.0908,0
1.0108,0.0095814,8.2838e-26,0.1096,-0.02687,0.58084,0.6,-0.0904,0
1.0103,0.0096603,-1.9092e-27,0.11,-0.026867,0.58027,0.6,-0.09,0
1.0097,0.0097473,-8.8331e-26,0.1104,-0.026861,0.57955,0.6,-0.0896,0
1.0091,0.0098343,-1.7475e-25,0.1108,-0.026855,0.57883,0.6,-0.0892,0
1.0085,0.0099213,-2.6118e-25,0.1112,-0.026849,0.57812,0.6,-0.0888,0
1.0079,0.010008,-3.476e-25,0.1116,-0.026843,0.5774,0.6,-0.0884,0
1.0073,0.010095,-4.3402e-25,0.112,-0.026838,0.57668,0.6,-0.088,0
1.0067,0.010182,-5.2044e-25,0.1124,-0.026832,0.57596,0.6,-0.0876,0
1.0061,0.010269,-6.0686e-25,0.1128,-0.026826,0.57524,0.6,-0.0872,0
1.0055,0.010356,-6.9328e-25,0.1132,-0.02682,0.57452,0.6,-0.0868,0
1.0048,0.010449,-6.6424e-25,0.1136,-0.026812,0.57367,0.6,-0.0864,0
1.004,0.010546,-5.7748e-25,0.114,-0.026802,0.57275,0.6,-0.086,0
1.0032,0.010642,-4.9072e-25,0.1144,-0.026792,0.57183,0.6,-0.0856,0
1.0025,0.010738,-4.0396e-25,0.1148,-0.026783,0.57091,0.6,-0.0852,0
1.0017,0.010834,-3.172e-25,0.1152,-0.026773,0.56998,0.6,-0.0848,0
1.0009,0.010931,-2.3044e-25,0.1156,-0.026763,0.56906,0.6,-0.0844,0
1.0001,0.011027,-1.4368e-25,0.116,-0.026754,0.56814,0.6,-0.084,0
0.99936,0.011123,-5.6924e-26,0.1164,-0.026744,0.56722,0.6,-0.0836,0
0.9985,0.011223,6.2827e-28,0.1168,-0.026733,0.56621,0.6,-0.0832,0
0.99749,0.01133,-2.5326e-28,0.1172,-0.026718,0.56502,0.6,-0.0828,0
0.99648,0.011436,-1.1348e-27,0.1176,-0.026704,0.56383,0.6,-0.0824,0
